Part Number|Die No.|Sequence No.|Inventory Location|Stock Date|Cost/Fact|Cost Purchase|Box Unit
Y00000322||41E16514J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16515J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16516J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16517J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16518J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16519J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16520J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16521J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16522J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16523J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16524J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000322||41E16525J|B02-01B02|20240514|44.07035|1000.000|1.000
Y00000264||00000000000513656286|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656287|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656288|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656289|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656290|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656291|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656292|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656293|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656294|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656295|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656296|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656297|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656298|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656299|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656300|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656301|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656302|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656303|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656304|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656705|B02-01C02|20140311|22|1000.000|1.000
Y00000264||00000000000513656706|B02-01C02|20140311|22|1000.000|1.000
M510006170||31K16119J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16120J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16121J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16122J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16123J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16124J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16127J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16128J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16130J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16131J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16132J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16133J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16134J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16136J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16137J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16138J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16139J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16141J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16143J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16145J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16146J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16148J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16149J|B02-03A01|20231110|4.95|1000.000|25.000
M510006170||31K16135J|B02-03A01|20231110|4.95|1000.000|25.000
Y00000207||00000000000511336428|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336431|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336432|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336433|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336434|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336435|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336436|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336437|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336438|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336439|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336440|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336441|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336442|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336443|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336444|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336445|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336446|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336447|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336448|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336449|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336450|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336451|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336452|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336453|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336454|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336755|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336756|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336757|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336758|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336759|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336760|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336761|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336762|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336763|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336764|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336765|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336766|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336767|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336768|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336769|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336770|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336771|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336772|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336773|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336774|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336775|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336776|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336777|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336778|B01-09D02|20161029|4.409|1000.000|1.000
Y00000207||00000000000511336779|B01-09D02|20161029|4.409|1000.000|1.000
M510015052||31I10299J|B02-06B01|20230907|8.49219|1000.000|25.000
M510015052||31I10305J|B02-06B01|20230907|8.49219|1000.000|25.000
M510015052||31I10303J|B02-06B01|20230907|8.49219|1000.000|25.000
M510086730||41J05138J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05139J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05140J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05141J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05135J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05134J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05137J|B02-06D01|20241004|4.718|1000.000|25.000
M510086730||41J05136J|B02-06D01|20241004|4.718|1000.000|25.000
Y00000240||41J32983J|B01-21A02|20241028|5.56|1000.000|25.000
Y00000240||41J32985J|B01-21A02|20241028|5.56|1000.000|25.000
Y00000240||41J32986J|B01-21A02|20241028|5.56|1000.000|25.000
Y00000240||41J32989J|B01-21A02|20241028|5.56|1000.000|25.000
Y00000240||41J32990J|B01-21A02|20241028|5.56|1000.000|25.000
Y00000240||41J32993J|B01-21A02|20241028|5.56|1000.000|25.000
Y00000240||41J32997J|B01-21A02|20241028|5.56|1000.000|25.000
M510109250||31I36935J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36937J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36939J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36943J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36948J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36951J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36958J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36959J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36961J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36962J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36966J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36970J|B02-06B02|20230926|6.91|1000.000|25.000
M510109250||31I36974J|B02-06B02|20230926|6.91|1000.000|25.000
Y00000247||11E20029J|B02-07D02|20210513|4.03|1000.000|25.000
Y00000247||11E20030J|B02-07D02|20210513|4.03|1000.000|25.000
Y00000247||11E20033J|B02-07D02|20210513|4.03|1000.000|25.000
Y00000247||11E20034J|B02-07D02|20210513|4.03|1000.000|25.000
Y00000247||11E20035J|B02-07D02|20210513|4.03|1000.000|25.000
Y00000247||11E20036J|B02-07D02|20210513|4.03|1000.000|25.000
Y00000239||30095466J|B02-10D01|20130429|4.69|1000.000|25.000
Y00000239||30095473J|B02-10D01|20130429|4.69|1000.000|25.000
Y00000239||30095475J|B02-10D01|20130429|4.69|1000.000|25.000
Y00000239||30095476J|B02-10D01|20130429|4.69|1000.000|25.000
Y00000239||30095458J|B02-10D01|20130429|4.69|1000.000|25.000
Y00000345||41B21130J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21131J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21134J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21135J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21136J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21137J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21138J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21139J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21140J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21141J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21142J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21143J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21144J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21145J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21146J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21147J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21148J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21149J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21150J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21151J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21152J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21153J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21154J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21155J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21156J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21157J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21158J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21159J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21160J|B02-12D01|20240221|4.64|1000.000|25.000
Y00000345||41B21161J|B02-12D01|20240221|4.64|1000.000|25.000
M510100330||11D14051J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14052J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14053J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14054J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14055J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14056J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14057J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14058J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14059J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14060J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14061J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14062J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14064J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14065J|B03-21G01|20210408|4.06|1000.000|25.000
M510100330||11D14066J|B03-21G01|20210408|4.06|1000.000|25.000
Y00000274||81I42749J|B03-21B02|20180928|30.26|1000.000|1.000
Y00000274||81I42750J|B03-21B02|20180928|30.26|1000.000|1.000
Y00000274||81I42751J|B03-21B02|20180928|30.26|1000.000|1.000
Y00000248||11D36496J|B03-21D02|20210423|4.42|1000.000|25.000
M510015070||31G19804J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19808J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19812J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19816J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19820J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19821J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19824J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19828J|B03-21E02|20230715|11.04|1000.000|25.000
M510015070||31G19797J|B03-21E02|20230715|11.04|1000.000|25.000
M510017200||21B23529J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23528J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23527J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23526J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23530J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23531J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23525J|EPAFL|20220222|4.46|1000.000|25.000
M510017200||21B23524J|EPAFL|20220222|4.46|1000.000|25.000
M510014690||40247340J|B03-12B02|20140908|17.6|1000.000|25.000
M510014690||40247359J|B03-12B02|20140908|17.6|1000.000|25.000
M510014690||40247368J|B03-12B02|20140908|17.6|1000.000|25.000
Y00000349||81C00014J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00015J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00016J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00017J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00110J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00111J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00112J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00113J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00114J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00115J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00116J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00117J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00118J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00119J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00120J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00121J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00122J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00123J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00124J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00125J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00126J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00127J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00128J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00129J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000349||81C00130J|B03-16C02|20180301|18.7831|1000.000|1.000
Y00000338||60195696J|B03-21B01|20160709|6.1|1000.000|25.000
Y00000338||60195701J|B03-21B01|20160709|6.1|1000.000|25.000
Y00000338||60195702J|B03-21B01|20160709|6.1|1000.000|25.000
Y00000242||70267317J|B03-21B01|20170811|8.38|1000.000|25.000
Y00000260||60154667J|B03-01D02|20160603|57.827|1000.000|1.000
Y00000260||60154668J|B03-01D02|20160603|57.827|1000.000|1.000
Y00000260||60154669J|B03-01D02|20160603|57.827|1000.000|1.000
Y00000260||60154670J|B03-01D02|20160603|57.827|1000.000|1.000
Y00000268||91J21692J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21695J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21696J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21697J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21698J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21699J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21700J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21701J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21702J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21703J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21704J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21705J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21706J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21707J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21708J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21709J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21710J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21711J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21712J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21713J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21714J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21715J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21716J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21717J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21718J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21719J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21720J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21721J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21722J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21723J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21724J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21725J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21726J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21727J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21728J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21729J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21730J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21731J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21732J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21733J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21734J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21735J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21736J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21737J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J21738J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22022J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22023J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22024J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22025J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22026J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22027J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22028J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22029J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22030J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22031J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22032J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22033J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22034J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22035J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22036J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22037J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22038J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22041J|B01-05D01|20191008|39.26435|1000.000|1.000
Y00000268||91J22042J|B01-05D01|20191008|39.26435|1000.000|1.000
000000007137155180||41D21157J|D02-03A01|20240419|0.03768|1000.000|3000.000
000000007137343860||31J17498J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J17499J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J18678J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J18679J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J18680J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J18681J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J18682J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000007137343860||31J18683J|D03-01C01|20231017|0.04041|1000.000|5000.000
000000000071450257||41C15659J|D01-08A01|20240315|0.1158|1000.000|5000.000
000000000071450257||41C15660J|D01-08A01|20240315|0.1158|1000.000|5000.000
000000000071450257||41C15661J|D01-08A01|20240315|0.1158|1000.000|5000.000
000000000071450257||41C15663J|D01-08A01|20240315|0.1158|1000.000|5000.000
000000000071450257||41C15666J|D01-08A01|20240315|0.1158|1000.000|5000.000
000000000071450257||41C15668J|D01-08A01|20240315|0.1158|1000.000|5000.000
000000000071450257||41A41327J|D01-08A02|20240125|0.1158|1000.000|5000.000
000000000071450257||41B09455J|D01-08A02|20240210|0.1158|1000.000|5000.000
000000000071450257||41B13442J|D01-08A02|20240213|0.1158|1000.000|5000.000
000000000071450257||41B16639J|D01-08A02|20240215|0.1158|1000.000|5000.000
000000000071450257||41B19433J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19434J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19435J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19436J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19437J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19438J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19439J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19474J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19476J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19477J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41B19479J|D01-08A02|20240218|0.1158|1000.000|5000.000
000000000071450257||41C03741J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41C03742J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41C03743J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41C03744J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41C03745J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41C03746J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41C03747J|D01-08A02|20240305|0.1158|1000.000|5000.000
000000000071450257||41D02142J|D01-08A02|20240402|0.1158|1000.000|5000.000
000000000071450257||41E02045J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E02046J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E02048J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E02049J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E02050J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E02051J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E02053J|D01-08A02|20240503|0.1158|1000.000|5000.000
000000000071450257||41E05433J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05436J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05437J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05438J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05439J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05441J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05442J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05444J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05445J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05447J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05448J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05449J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05450J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05451J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05452J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05454J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05456J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000000071450257||41E05457J|D01-08A02|20240504|0.1158|1000.000|5000.000
000000007137155180||41C03813J|D02-06B01|20240305|0.03768|1000.000|3000.000
