Part Number|Description|Dep|PLN|Plant Mat Stat|Line|Unit/Bag|Unit/Box|UOM|Box Wgt Std|Stor.Conditions
7289460130|5P 1.2MM SEALED FEMALE SUB-ASSEMBLY MED|E|Z1|40|E3C10033|1080.000|1080.000|EA|6944.400|
7289459930|Connector 5p 047 (1.2) Black|E|Z1|40|E3C10035|1080.000|1080.000|EA|7387.200|
7289422540|Connector 36p 110+250+MCON Light Gray|E|Z1|40|E3C04001|256.000|256.000|EA|7552.000|
7289420430|Connector 2p 060 Black|E|Z1|40|E3C10017|1620.000|1620.000|EA|11340.000|
7289399860|CONECTOR|E|Z1|40|E3C04001|160.000|160.000|EA|8400.000|
7289399740|CONECTOR|E|Z1|40|E3C04001|96.000|96.000|EA|5596.800|
7289399690|CONECTOR|E|Z1|40|E3C04001|160.000|160.000|EA|8400.000|
7289399530|CONECTOR|E|Z1|40|E3C05001|96.000|96.000|EA|5596.800|
7289399460|Connector 40p 060+110+250+375 Green|E|Z1|40|E3C05001|192.000|192.000|EA|6931.200|
7289399380|Connector 40p 060+110+250+375 Brown|E|Z1|40|E3C05001|192.000|192.000|EA|7305.600|
7289399240|Connector 40p 060+110+250+375 Light Gray|E|Z1|40|E3C05001|192.000|192.000|EA|6969.600|
7183632230|Connector 6p 090 II Black|E|Z1|40|E1C11001|50.000|3750.000|EA|11025.000|
7183632130|Connector 5p 090 II Black|E|Z1|40|E1C11001|1000.000|2000.000|EA|5940.000|
7183241630|Connector 12p 090 II Black|E|Z1|40|E1C11001|1000.000|2000.000|EA|12600.000|
7183241540|Connector 2p 090 II Light Gray|E|Z1|40|E1C11001|1000.000|3750.000|EA|6225.000|
7183241430|Connector 2p 090 II Black|E|Z1|40|E1C11001|1000.000|3750.000|EA|11250.000|
7183241330|Connector 1p 090 II Black|E|Z1|40|E1C11001|1000.000|2000.000|EA|13400.000|
7183161630|Connector 2p 187 Black|E|Z1|40|E1C11001|1000.000|4000.000|EA|9480.000|
7174924130|1P 8MM FEMALE CONNECTOR REAR COVER|E|Z1|40|E1C11001|1000.000|2000.000|EA|6840.000|
7174296230|6W 1.5 SEALED FEMALE WIRE SHIELD|E|Z1|35|E1C11001|1000.000|1200.000|EA|4152.000|
7174272130|SEALED WIRE ROUTING COVER 180|E|Z1|40|E1C11001|150.000|150.000|EA|2250.000|01
7174120130|Protective Cover Black|E|Z1|40|E1C11001|360.000|360.000|EA|4330.800|
72835846|Connector 18p 040 III+090 II Natural|E|Z1|40|E3C04001|600.000|600.000|EA|3600.000|
72835834|Connector 22p 040 III Natural|E|Z1|40|E3C05001|2000.000|600.000|EA|420.000|
72835831|Connector 10p 040 III Natural|E|Z1|60|E3C01002|1000.000|1600.000|EA|3744.000|
72835830|Connector 5p 040 III Natural|E|Z1|40|E3C10007|1000.000|2700.000|EA|4374.000|
72834578|Connector 22p 025 II Natural|E|Z1|40|E2C14001|1000.000|960.000|EA|3360.000|BD
72834577|Connector 10p 025 II Natural|E|Z1|40|E2C14001|1000.000|2160.000|EA|4104.000|
72834576|Connector 5p 025 II Natural|E|Z1|40|E2C14001|1000.000|1800.000|EA|2520.000|
72833042|Connector 4p 312 Natural|E|Z1|40|E3C01002|810.000|810.000|EA|7460.100|
72831556|Connector 10p 040 III+090 II Natural|E|Z1|40|E3C10018|1200.000|1200.000|EA|3720.000|
72831198|Connector 19p 090 II+187 Natural|E|Z1|40|E3C01002|1000.000|1000.000|EA|5100.000|
72828390|Connector 26p YESC Natural|E|Z1|40|E3C05001|280.000|280.000|EA|3920.000|
S7123743430|Connector 3p SWP Black|E|Z2|40|F0604038|1000.000|800.000|EA|2488.000|WE
S7123652040|Connector 2p 250 Light Gray|E|Z2|40|F0411010|1000.000|500.000|EA|2475.000|WE
S7123624440|Connector 4p 250 X Light Gray|E|Z2|40|F0508017|1000.000|700.000|EA|6650.000|WE
S7123621440|Connector 1p 250 X Light Gray|E|Z2|40|F0411008|1000.000|1250.000|EA|4037.500|WE
S7123619030|Connector 9p 250 M Black|E|Z2|40|F0512006|1000.000|150.000|EA|2347.500|WE
S7123615630|Relay Socket 5p Black|E|Z2|40|F0411001|1000.000|250.000|EA|3212.500|WE
S7123614630|Relay Socket 4p Black|E|Z2|40|F0204003|1000.000|200.000|EA|2322.000|WE
S7123608330|Connector 8p 250 M Black|E|Z2|40|G0201007|1000.000|1000.000|EA|7000.000|WE
S7123604330|Connector 4p 250 M Black|E|Z2|40|F0101025|1000.000|900.000|EA|4500.000|WE
S7123501430|Connector 1p 250 Black|E|Z2|40|G0404019|1000.000|1000.000|EA|3000.000|WE
S7123422040|Connector 2p 375 Y Light Gray|E|Z2|40|F0604038|1000.000|400.000|EA|3936.000|WE
728811763W|40P SUB ASSEMBLY MALE POLARIZATION A M:|E|Z1|20||96.000|96.000|EA|9582.720|
728811753W|40P SUB ASSEMBLY MALE POLARIZATION A M:|E|Z1|20||96.000|96.000|EA|9582.720|
728811743W|40P SUB ASSEMBLY MALE POLARIZATION A M:|E|Z1|20||96.000|96.000|EA|96.000|
728811564W|40P SUB-ASSY MALE POLARIZATION C M: PBTF|E|Z1|20||96.000|96.000|EA|8198.400|
728811344W|BULK HEAD CONNECTOR 40P SUB ASSY MALE TY|E|Z1|20||96.000|96.000|EA|9648.960|
728811088W|40P SUB ASSEMBLY MALE POLARIZATION B M:|E|Z1|20||96.000|96.000|EA|9647.040|
728449623W|Cover Assembly|E|Z1|20||1000.000|60.000|EA|3810.000|
728449613W|Cover Assembly|E|Z1|20||36.000|36.000|EA|2646.000|
728356324W|2.8/6.3 HYBRID 26P CONNECTOR ASSY (F) B-|E|Z1|20||168.000|168.000|EA|8769.600|
728356313W|2.8/6.3 HYBRID 26P CONNECTOR ASSEMBLY (F|E|Z1|20||168.000|168.000|EA|8769.600|
728347434W|Connector 74p 090 II+187+312 Light Gray|E|Z1|20|E2C14001|144.000|144.000|EA|9460.800|
7283822840|Connector 2p 090 II Light Gray|E|Z1|20||1000.000|1200.000|EA|4668.000|
7283822830|Connector 2p 090 II Black|E|Z1|20||1000.000|1200.000|EA|4668.000|BD
7283822040|Connector 2p 090 II Light Gray|E|Z1|20|E3C05001|1000.000|1430.000|EA|8151.000|BD
7283796930|Connector 16p 090 II+187 Black|E|Z1|20|E3C01002|1000.000|1000.000|EA|9900.000|BD
7283769740|Connector 12p 025 Light Gray|E|Z1|20|E3C03001|1000.000|2000.000|EA|9000.000|
7283760230|Connector 10p 050 Black|E|Z1|20|E3C01002|1870.000|1870.000|EA|5984.000|
7283752680|Connector 2p 090 II Brown|E|Z1|20|E3C02001|1386.000|1386.000|EA|7207.200|
7283743340|090-2 3P CONNECTOR HOUSING FEMALE SUB-AS|E|Z1|20|E3C01002|1000.000|2000.000|EA|3860.000|
7283730190|2.3-2 090-2 10P CONNECTOR SUB-ASSEMBLY F|E|Z1|20|E3C01002|1000.000|2000.000|EA|6260.000|
7283730130|Connector 10p 090 II Black|E|Z1|20|E3C01002|1000.000|2000.000|EA|6260.000|
7283725830|Connector 2p GT 150 Black|E|Z1|20|E3C01002|1000.000|2000.000|EA|6200.000|
7282053660|4 YESC KAIZEN 1.5MM UNSEALED M SUB ASSY|E|Z1|20||1000.000|800.000|EA|6680.000|
7278377330|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278377230|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278377130|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278322640|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278322560|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278321160|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278321040|YCC Finished Goods Template|E|Z1|20||1000.000|0.000|EA|0.000|
7278320760|0.64 TYCO GEN Y UNSEALED 26P FEMALE CONN|E|Z1|20||1000.000|0.000|EA|0.000|
7278320640|0.64 TYCO GEN Y UNSEALED 26P FEMALE CONN|E|Z1|20||1000.000|0.000|EA|0.000|
7278320580|0.64 TYCO GEN Y UNSEALED 26P FEMALE CONN|E|Z1|20||1000.000|0.000|EA|0.000|
7129190030|BULK HEAD CONNECTOR 40P HOUSING FEMALE T|E|Z1|20|E1C11001|1000.000|200.000|EA|9336.000|
7128196430|Connector 3p 045 Black|E|Z1|20||1000.000|2000.000|EA|6000.000|
7128196390|Connector 6p 045 Blue|E|Z1|20|E1C11001|1000.000|1000.000|EA|2800.000|
7126131651|Fuse Holder 1p Orange|E|Z1|20|E1C11001|1000.000|850.000|EA|9180.000|
7125983330|CT-20 POWER WINDOW SWITCH CONNECTOR 14PO|E|Z1|20||1000.000|300.000|EA|5256.000|
7125292130|Connector 12p G Black|E|Z1|20||1000.000|800.000|EA|4800.000|
7125290130|Connector 10p G Black|E|Z1|20|E1C11001|1000.000|1000.000|EA|5400.000|
7125276230|Connector 16p SMC Black|E|Z1|20|E1C11001|1000.000|700.000|EA|2800.000|
7125272230|Connector 12p FPC Black|E|Z1|20|E1C11001|1000.000|1000.000|EA|7000.000|BD
7123852180|Connector 2p 060 Z Brown|E|Z1|20||1000.000|5000.000|EA|11300.000|BD
7123838570|Connector 18p 070 SDL Yellow|E|Z1|20||1000.000|1000.000|EA|6700.000|
71542672|TOP COVER, PPT B W/H/D: 268.0/ 126.0/ 76|E|Z1|20|E1C11001|30.000|30.000|EA|2415.600|
71542170|COVER-UPPER, PPT B W/H/D: 219.9/ 100.7/|E|Z1|20|E1C11001|45.000|45.000|EA|2610.000|
71541381|Box Housing 1p Black|E|Z1|20|E1C11001|124.000|124.000|EA|2976.000|
71479092|Connector Clip|E|Z1|20|E1C11001|1000.000|4000.000|EA|6400.000|
71412380|Lamp Socket 2p Yellow|E|Z2|20||1200.000|2000.000|EA|14000.000|01
71401701|82672-0C010_XX 800N EI-2005 82672|E|Z1|20|E1C11001|81.000|81.000|EA|1522.800|
71344692|68P HYBRID CONNECTOR WIRE SHIELD, CONN.C|E|Z1|20|E1C11001|1000.000|120.000|EA|1620.000|
71344691|Routing Cover Natural|E|Z1|20|E1C11001|1000.000|120.000|EA|1440.000|
71342077|Box Cover Natural|E|Z1|20|E1C11001|65.000|65.000|EA|871.000|
71293301|SLEEVE WIRE CONNECTOR, GY|E|Z1|20|E1C11001|1000.000|700.000|EA|5418.000|
71283180|Connector 8p unknown Green|E|Z1|20|E1C11001|1000.000|600.000|EA|4680.000|
S0071588577|Single Panel Grommet|E|Z2|20||36.000|700.000|EA|2884.000|WE
S0071588082|Rear Spacer Holder|E|Z2|20||36.000|750.000|EA|1102.500|WE
S0071586002|SECONDARY LOCK, SEC.LOCK NYLON-66 W W/H/|E|Z2|20||36.000|60.000|EA|60.000|WE
S0071579857|Clamp|E|Z2|20||36.000|7500.000|EA|2550.000|WE
S0071579806|Bracket|E|Z2|20||36.000|100.000|EA|984.000|WE
S0071579770|Rear Spacer Holder|E|Z2|20||36.000|1000.000|EA|750.000|WE
S0071579650|Rear Spacer Holder|E|Z2|20||36.000|2500.000|EA|1725.000|WE
S0071579640|SPACER, SPACER R Weight: .24g|E|Z2|20||36.000|2000.000|EA|500.000|WE
S0071579520|TPA|E|Z2|20||36.000|750.000|EA|1117.500|WE
S0071578827|TYPE A1 REAR HOLDER 2-6P, PPE-PA GY W/H/|E|Z2|20||36.000|300.000|EA|1356.000|WE
S0071578825|1/2 ISO REAR HOLDER 2P, PPE+PA GY W/H/D:|E|Z2|20||36.000|1000.000|EA|2730.000|WE
M510127150|Resin AKULON SG-KGS6/HV|F|Z2|40||2400.000|800.000|KG|800.000|
85470K20|PBT DURANEX PBT-HF-HS1 (CS7000NY)+PBT-HF|E|Z2|90||1000.000|0.000|KG|0.000|
718347434W|74P SMJ FEMALE HOUSING M: PBT-G W:105.0|E|Z2|20||1000.000|144.000|EA|7884.000|
7157781880E|(NOT USED change 7157781880_10)|E|Z1|05||1000.000|1000.000|EA|1280.000|
0_YDMTMPLT_1815_SG|YCC Semifinished Material Template|E|Z2|10||1000.000|0.000|EA|0.000|01
7298077130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298034160|Connector 59p 047 (1.2)+110+250 Green|E|Z1|40|E2C14001|256.000|256.000|EA|7856.640|
7297074430|Connector 52p 025+060+110 Black|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297074330|Connector 52p 025+060+110 Black|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297067640|8P 2XAPEX 2.8 6XGEN-Y SEALED MALE BULK|E|Z2|35|G0322002|1000.000|160.000|EA|160.000|01
7297033860|Connector 59p 110+250+MCON Green|E|Z1|40|E2C13008|150.000|150.000|EA|8265.000|
7183133430|DMS-TYPE CONNECTOR 3P F TPS/PRE/TPTA SEN|E|Z2|40|F0411041|1000.000|864.000|EA|5961.600|01
7183122330|090-2 2P DIODE HOUSING FEMALE, CONNECTOR|E|Z2|20||1000.000|1500.000|EA|2085.000|
7183116090|2.3-2 090-2 16P CONNECTOR HOUSING FEMALE|E|Z2|20||1000.000|600.000|EA|2940.000|
7183116050|2.3-2 090-2 16P CONNECTOR HOUSING FEMALE|E|Z2|20||1000.000|600.000|EA|3024.000|
7183116010|2.3-2 090-2 16P CONNECTOR HOUSING FEMALE|E|Z2|20||1000.000|600.000|EA|2940.000|
7183007410|8P 1.5 YESC SEALED FEMALE HOUSING W:037.|E|Z2|40|F0411041|1000.000|300.000|EA|4926.000|01
7182915240|34P 1X6.3MM 6X2.8MM 27X1.5MM YESC M HOUS|E|Z2|40|F0311034|1000.000|96.000|EA|4475.520|01
7182903430|YESC KAIZEN 0.64 UNSEALED 10P MALE HSG A|E|Z2|40|G0205001|1000.000|1000.000|EA|6520.000|01
7182887040|8P 0.64MM SYSTEM UNSEALED MALE HOUSING A|E|Z2|40|F0204040|1000.000|1000.000|EA|5020.000|01
7182750890|Connector 10p 070 Blue|E|Z2|20||1000.000|800.000|EA|6232.000|
7182730180|2.3-2 090-2 10P CONNECTOR HOUSING MALE,|E|Z2|20||1000.000|700.000|EA|6741.000|
7173685930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173685030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173684930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173619330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173619230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173619130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173619030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173618230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173593030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173592030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173576930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173576830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173576730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173576630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173576530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173576430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173563530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173563430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173563330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173563230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173563130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173531130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173531030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173530330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173491130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173491030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173456530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173456430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173456330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173456230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173456130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173456030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173422030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173421930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173421830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3783.000|01
7173421730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7158424150|HYBRID SYSTEM CONNECTOR 10P FEMALE FRONT|E|Z2|20||1000.000|1040.000|EA|988.000|
7158422690|8P 0.64MM SYSTEM UNSEALED SIDE SPACER, D|E|Z2|40|F0101025|1000.000|500.000|EA|75.000|01
7158420450|2.8 SYSTEM CONNECTOR 6P FEMALE FRONT HOL|E|Z2|40|G0201012|1000.000|2000.000|EA|1320.000|01
7158418850|2.8 SYSTEM CONNECTOR 10P FEMALE FRONT HO|E|Z2|20||1000.000|2200.000|EA|2288.000|
7158418050|2.8 SYSTEM CONNECTOR 8P FEMALE FRONT HOL|E|Z2|20||1000.000|1264.000|EA|1087.040|
7157962760|1.5 SYSTEM CONNECTOR 16P PCB (H) ALIGNME|E|Z2|20||1000.000|1650.000|EA|1072.500|
7157947940|23P 090-2 LIF CONNECTOR LEVER ARM FEMALE|E|Z2|40|G0211001|1000.000|360.000|EA|2563.200|01
7157741230|Z TYPE CONNECTOR 2P MALE PACKING HOLDER,|E|Z2|20||1000.000|1000.000|EA|1040.000|
7157676770|74P SMJ FEMALE SPACER, PBT Y|E|Z2|20||1000.000|144.000|EA|728.640|
7157676670|74P SMJ MALE SPACER, PBT Y|E|Z2|20||1000.000|128.000|EA|700.160|
7157436770|090-II 3P SEALED CONNECTOR SPACER (F), H|E|Z2|20||1000.000|1088.000|EA|282.880|
71720234|TPA|E|Z2|40|G0105013|1000.000|1540.000|EA|924.000|01
71720231|0.64-2 16P 1.5 4P HYBRID CONNECTOR SPACE|E|Z2|40|G0201502|1000.000|800.000|EA|320.000|01
71720067|TPA|E|Z2|40|F0605006|1000.000|1200.000|EA|2280.000|01
71589416|70 WAY CONNECTOR BRACKET|E|Z2|20||1000.000|92.000|EA|1955.000|
71588909|38P YESC KAIZEN UNSEALED CONNECTOR LEVER|E|Z2|40|F0511016|1000.000|200.000|EA|1832.000|01
71588598|Bracket|E|Z2|20||1000.000|200.000|EA|1940.000|
71588095|15P LIF YESC-2 HYBRID CONNECTOR FEMALE L|E|Z2|20||1000.000|150.000|EA|1315.500|
71588094|26P LIF YESC-2 HYBRID FEMALE CONNECTOR L|E|Z2|40|G0105030|1000.000|300.000|EA|2535.000|01
71588076|Lever|E|Z2|40|F0204009|1000.000|500.000|EA|3575.000|01
71587393|28P 6.3*4 0.64*24 ABS SEALED F CONNECTOR|E|Z2|20||1000.000|400.000|EA|4176.000|
71587175|23P 090-2 LIF CONNECTOR LEVER ARM F SEAL|E|Z2|40|G0311014|1000.000|348.000|EA|2790.960|01
71544249|82622-08010_XX 405N EI-2002 82622|E|Z1|20|E1C11001|1000.000|300.000|EA|24.900|
7137155080|Connector Seal / Packing Brown|F|Z2|40||1000.000|20000.000|EA|5200.000|
7137219580|Connector Seal / Packing Brown|F|Z2|40||1000.000|10000.000|EA|4900.000|
7137232080|Connector Seal / Packing Brown|F|Z2|40||1000.000|10000.000|EA|6100.000|
7137242080|Connector Seal / Packing Brown|F|Z2|40||1000.000|10000.000|EA|9400.000|
7197434630|8P 0.64MM RH SEALED MALE HOUSING|E|Z2|40|F0411003|1000.000|1200.000|EA|2976.000|01
7197307170|42P 2X6.3MM + 6X2.8MM + 34X1.2MM UNSEALE|E|Z2|40|F0411030|1000.000|220.000|EA|5110.600|01
7183945030|20P 6X2.8+14X1.5 YESC SEALED FEMALE HOUS|E|Z2|40|F0311033|1000.000|86.000|EA|4080.700|01
7189976230|15P 8X0 64MM 7X2 8MM UNSEALED FEMALE HOU|E|Z2|40|G0411027|1000.000|700.000|EA|6069.000|01
71720672|Front Spacer Holder|E|Z2|40|F0305025|1000.000|252.000|EA|1627.920|01
71721315|9P 2.8 YESC KAIZEN UNSEALED FEMALE ISL|E|Z2|40|F0605002|1000.000|1600.000|EA|1856.000|01
71837062|090-2 6P SEALED CONNECTOR HOUSING FEMALE|E|Z2|40|F0204008|1000.000|650.000|EA|5206.500|01
7189740230|6P 1.2MM UNSEALED FEMALE HOUSING|E|Z2|40|G0105010|1000.000|1392.000|EA|3619.200|01
71586570|6P 2X3 RP SEALED FEMALE FRONT HOSLER|E|Z2|40|F0101022|1000.000|2080.000|EA|1747.200|01
71720064|2.3-2 2P CONNECTOR SPACER FEMALE C:NA|E|Z2|40|F0101505|1000.000|6400.000|EA|320.000|01
71870738|2.3-2 2P CONNECTOR HOUSING FEMALE C:NA|E|Z2|40|F0411003|1000.000|2400.000|EA|2064.000|01
7297583540|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297583140|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582840|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582740|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582640|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582540|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582440|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582340|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582240|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297582140|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297581940|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7282644940|Connector 4p YESC Light Gray|E|Z1|40|E3C10025|1200.000|1200.000|EA|8640.000|
7282644840|CONECTOR|E|Z1|40|E3C01002|768.000|768.000|EA|8524.800|
7282644340|Connector 2p YESC Kaizens Light Gray|E|Z1|40|E3C10020|1500.000|1500.000|EA|7800.000|
