Part Number|Description|Dep|PLN|Plant Mat Stat|Line|Unit/Bag|Unit/Box|UOM|Box Wgt Std|Stor.Conditions
71231330|Connector 13p 090 Natural|E|Z1|40|E1C11001|1000.000|1500.000|EA|5700.000|
71231210|Connector 12p 090 Natural|E|Z1|40|E1C11001|1000.000|1600.000|EA|4960.000|
71228325|Connector 22p SDL Natural|E|Z1|40|E1C11001|1000.000|225.000|EA|3165.750|
71228020|Connector 2p unknown Light Gray|E|Z1|40|E1C11001|1000.000|1200.000|EA|6720.000|
71224110|Connector 1p 375 L Natural|E|Z1|40|E1C11001|1000.000|1400.000|EA|7070.000|
71222865|Connector 6p 250 Natural|E|Z1|40|E1C11001|1000.000|1500.000|EA|6900.000|
71221640|Connector 4p 110 S Natural|E|Z1|40|E1C11001|1500.000|1500.000|EA|7350.000|
71193070|Connector 7p PA Natural|E|Z1|40|E1C11001|2500.000|2500.000|EA|8750.000|
70479687|Clamp|E|Z1|40|E1C11001|1000.000|500.000|EA|2600.000|
70479606|Tape Clip|E|Z1|40|E1C11001|8400.000|8400.000|EA|6720.000|
70479601|Tape Clip|E|Z1|40|E1C11001|1000.000|5400.000|EA|5832.000|
S0071585360|Rear Spacer Holder|E|Z2|40|F0101028|1000.000|2000.000|EA|160.000|WE
S0071584284|Rear Spacer Holder|E|Z2|40|G0104023|1000.000|500.000|EA|1500.000|WE
S0071584195|Front Spacer Holder|E|Z2|40|G0104018|36.000|486.000|EA|656.100|WE
S0071579780|Rear Spacer Holder|E|Z2|40|G0104023|1000.000|2500.000|EA|1350.000|WE
S0071579620|Rear Spacer Holder|E|Z2|40|G0404024|1000.000|3000.000|EA|3420.000|WE
S0071578886|Rear Spacer Holder|E|Z2|40|F0204003|1000.000|5000.000|EA|1400.000|WE
S0071576822|TPA|E|Z2|40|G0104023|1000.000|2500.000|EA|850.000|WE
S0071576721|Rear Spacer Holder|E|Z2|40|F0101028|1000.000|2000.000|EA|720.000|WE
S0071576620|Rear Spacer Holder|E|Z2|40|F0101028|1000.000|2500.000|EA|1125.000|WE
S0071576399|Rear Spacer Holder|E|Z2|40|F0204003|1000.000|1500.000|EA|6600.000|WE
S0071574841|Rear Spacer Holder|E|Z2|40|G0205001|1000.000|1000.000|EA|2190.000|WE
7298320030|Connector 8p Generation Y Black|E|Z1|20||1000.000|1080.000|EA|9612.000|
7298260240|10P 1.5 SYSTEM SEALED CONNECTOR SUB -ASS|E|Z1|20||1000.000|560.000|EA|10354.400|
7298259540|Connector 8p RH Light Gray|E|Z1|20||1000.000|1800.000|EA|7074.000|
7298205430|6P 1.2MM UNSEALED FEMALE SUB-ASSEMBLY|E|Z1|20|E3C05001|1000.000|1800.000|EA|4302.000|
7298138330|Connector 1p 312 Black|E|Z1|20||128.000|128.000|EA|7927.040|
7298102730|Connector 8p RH Black|E|Z1|20||1000.000|1800.000|EA|7074.000|
7298100530|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z1|20||1000.000|0.000|EA|0.000|
7298100430|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z1|20||1000.000|0.000|EA|0.000|
7298100330|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z1|20||1000.000|0.000|EA|0.000|
7298087140|Connector 8p APEX+Generation Y Light Gra|E|Z1|20||1000.000|550.000|EA|11242.000|
7298087040|Connector 8p APEX+Generation Y Light Gra|E|Z1|20||1000.000|550.000|EA|11242.000|
7283591540|Connector 10p 110 Light Gray|E|Z1|20|E3C01002|1100.000|1100.000|EA|9460.000|
7283591040|Connector 2p YESC Light Gray|E|Z1|20|E3C05001|1000.000|1500.000|EA|47250.000|
7283590840|Connector 8p YESC Light Gray|E|Z1|20|E3C01002|1040.000|1000.000|EA|5100.000|
7283590740|YESC-2 1.5 UNSEALED 6P FEMALE SUB ASSY,|E|Z1|20|E3C01002|1000.000|1500.000|EA|6945.000|
7283590640|Connector 4p YESC Light Gray|E|Z1|20|E3C05001|1500.000|1500.000|EA|33600.000|
7283590630|4P 1.5 YESC-2 UNSLD F SUB-ASSY, HPA-LG2|E|Z1|20|E3C03001|1000.000|1500.000|EA|5970.000|
7283590540|3P 1.5 YESC-2 UNSEALED F SUB-ASSY, CONN|E|Z1|20|E3C01002|1000.000|1500.000|EA|4740.000|
7283590360|Connector 16p YESC Green|E|Z1|20||858.000|858.000|EA|7190.040|
7283590250|YESC-2 1.5 UNSEALED 12P FEMALE SUB ASSY,|E|Z1|20|E3C01002|1040.000|1040.000|EA|6978.400|
7283590240|YESC-2 1.5 UNSEALED 12P FEMALE SUB ASSY,|E|Z1|20||1040.000|1040.000|EA|6978.400|
7283590140|Connector 10p YESC Light Gray|E|Z1|20|E3C06001|1400.000|1400.000|EA|7000.000|
7234440030|Cover Assembly|E|Z1|20|E3C01002|1000.000|800.000|EA|3960.000|
7229918970|Connector 1p unknown Yellow|E|Z1|20||1000.000|1000.000|EA|2400.000|
7229918580|RF Connectors 1p Brown|E|Z1|20|E3C03001|1000.000|1000.000|EA|2500.000|
7229918460|RF Connectors 1p Green|E|Z1|20|E3C03001|1000.000|1000.000|EA|2500.000|
7228920270|RF Connectors 1p Yellow|E|Z1|20||1000.000|1000.000|EA|2075.000|BD
7228537470|Connector 1p Other Yellow|E|Z1|20||1000.000|2000.000|EA|5800.000|
7228524870|1P FAKRA LC UNSEALED MALE SUB-ASSEMBLY (|E|Z1|20|E3C01002|1000.000|2000.000|EA|5200.000|
7228514770|Connector 1p Other Yellow|E|Z1|20|E3C01002|1000.000|1000.000|EA|19100.000|
7225899230|Connector 2p 375 Black|E|Z1|20|E3C05001|1000.000|500.000|EA|7750.000|
7225271290|Connector 13p unknown Blue|E|Z1|20|E3C01002|1000.000|1000.000|EA|8300.000|
7223932740|Connector 2p 090 Light Gray|E|Z1|20|E3C03001|1000.000|1500.000|EA|4350.000|
7123838530|Connector 18p SDL Black|E|Z1|20|E1C11001|1000.000|1000.000|EA|6700.000|
7123834560|Connector 4p SDL Green|E|Z1|20||1000.000|3500.000|EA|7000.000|
7123794340|7123 7943 40 NMI-1991 7123|E|Z1|20|E1C11001|1000.000|1600.000|EA|9600.000|
7123786130|Connector 6p 060 C Black|E|Z1|20|E1C11001|2000.000|2000.000|EA|6800.000|
7123746430|Connector 6p 070 SWP Black|E|Z1|20|E1C11001|1000.000|1800.000|EA|9774.000|BD
7123744430|Connector 4p 070 SWP Black|E|Z1|20|E1C11001|1000.000|1500.000|EA|5775.000|BD
7123652050|Connector 2p 250 WPC Orange|E|Z1|20||1000.000|1500.000|EA|7605.000|BD
7123616880|Connector 6p 250 M Brown|E|Z1|20||1000.000|700.000|EA|5075.000|BD
7123615890|Connector 5p 250 Blue|E|Z1|20|E1C11001|1000.000|500.000|EA|6800.000|
7123615770|Connector 5p 250 Yellow|E|Z1|20||1000.000|500.000|EA|6500.000|
7123615360|M TYPE RELAY HOUSING, HOUSING MF NYLON-6|E|Z1|20||1000.000|800.000|EA|5376.000|
71574840|Rear Spacer Holder|E|Z1|20|E1C11001|2000.000|4000.000|EA|5320.000|
71574270|TPA|E|Z1|20|E1C11001|1000.000|900.000|EA|2430.000|
71547008|24382 8J011 NMI-1990 24382|E|Z1|20|E1C11001|1000.000|48.000|EA|4.128|
71547007|82663-06030_XX 512L EI-2006 82663|E|Z2|20||1000.000|32.000|EA|2080.000|
71546229|J/B SIDE CONNECTOR BLOCK LHD, J/B SIDE C|E|Z1|20|E1C11001|110.000|110.000|EA|2530.000|
71546215|Box Cover Natural|E|Z1|20|E1C11001|1000.000|40.000|EA|3060.000|
71546184|02 SENSOR CONNECTOR HOLDER, CONN BLOCK|E|Z1|20|E1C11001|10.000|800.000|EA|800.000|
71546180|COWL SIDE C/B NO-2, PROTECTOR PP NA W/HZ|E|Z1|20|E1C11001|55.000|55.000|EA|1375.000|
71546016|Box Housing 1p Natural|E|Z1|20|E1C11001|1000.000|70.000|EA|4025.000|
71546004|Box Cover Natural|E|Z1|20|E1C11001|72.000|72.000|EA|3312.000|
71546003|Box Cover Natural|E|Z1|20|E1C11001|36.000|36.000|EA|1440.000|
S7123601330|Connector 1p 250 Black|E|Z2|20||1000.000|1250.000|EA|1250.000|WE
S7123512530|Connector 2p 250 Black|E|Z2|20||36.000|1000.000|EA|4000.000|WE
S7123211330|Connector 1p 250 Black|E|Z2|20||36.000|2000.000|EA|4000.000|WE
S7123170960|Connector 10p S Green|E|Z2|20||1000.000|500.000|EA|500.000|WE
S712315670W|Connector 84p SMJ Natural|E|Z2|20||36.000|80.000|EA|4654.400|WE
S7122754440E|Connector 14p 070 family Light Gray|E|Z2|20||36.000|400.000|EA|400.000|01
S7122602230|M TYPE CONNECTOR HOUSING 2P MALE B P, HO|E|Z2|20||36.000|1500.000|EA|9000.000|WE
S7122402950|BATTERY 2PM CONNECTOR HOUSING, 2P CONN P|E|Z2|20||36.000|400.000|EA|0.000|WE
S7122282590|Connector 2p 250 Blue|E|Z2|20||36.000|1000.000|EA|1000.000|WE
S7122282560|Connector 2p 250 Green|E|Z2|20||36.000|1000.000|EA|1000.000|WE
S7122282530|Connector 2p 250 Black|E|Z2|20||36.000|1000.000|EA|1000.000|WE
7137271150|Connector Seal / Packing Red|F|Z2|40||10000.000|10000.000|EA|6800.000|
7137274550|Connector Seal / Packing Red|F|Z2|40||3000.000|3000.000|EA|3000.000|
7137276390|Connector Seal / Packing Blue|F|Z2|40||10000.000|10000.000|EA|17000.000|
7137276450|Connector Seal / Packing Red|F|Z2|40||3500.000|3500.000|EA|7350.000|
7137279550|Connector Seal / Packing Red|F|Z2|40||15000.000|1500.000|EA|727.500|
7137282750|Connector Seal / Packing Red|F|Z2|40||15000.000|15000.000|EA|7500.000|
7137282950|Connector Seal / Packing Red|F|Z2|40||10000.000|10000.000|EA|4800.000|
7137290450|Connector Seal / Packing Red|F|Z2|40||10000.000|10000.000|EA|7220.000|
7137301260|Connector Seal / Packing Green|F|Z2|40||5000.000|5000.000|EA|800.000|
7137309950|Connector Seal / Packing Red|F|Z2|40||100000.000|20000.000|EA|14800.000|
7137312250|Connector Seal / Packing Red|F|Z2|40||100000.000|30000.000|EA|3300.000|
7183733630|23P 090-2 LIF CONNECTOR HOUSING FEMALE S|E|Z2|40|G0211001|1000.000|120.000|EA|2640.000|01
7183730180|2.3-2 090-2 10P CONNECTOR HOUSING FEMALE|E|Z2|20||1000.000|1000.000|EA|3680.000|
7183730140|2.3-2 090-2 10P CONNECTOR HOUSING FEMALE|E|Z2|40|F0204019|1000.000|1000.000|EA|3680.000|01
7183708760|090-2 8P CONNECTOR HOUSING FEMALE, PBT G|E|Z2|20||1000.000|1200.000|EA|3240.000|
7183706230|090-2 6P SEALED CONNECTOR HOUSING FEMALE|E|Z2|40|F0204019|1000.000|650.000|EA|5206.500|01
7183704340|187 4P SEALED CONNECTOR HOUSING FEMALE,|E|Z2|20||1000.000|700.000|EA|5334.000|
7183704010|2.3-2 090-2 4P SEALED CONNECTOR HOUSING|E|Z2|40|G0211001|1000.000|600.000|EA|3156.000|01
7183701430|090-2 1P CONNECTOR HOUSING FEMALE, PBT B|E|Z2|40|F0101025|1000.000|750.000|EA|1080.000|01
7183664730|2P FUEL INJECTOR HOUSING ALTERNATE A KEY|E|Z2|40|G0404016|1000.000|1544.000|EA|5357.680|01
7183653730|26P LIF HYBRID CONNECTOR FEMALE HOUSING|E|Z2|40|G0411015|1000.000|256.000|EA|4523.520|01
7183647830|1.5 SYSTEM SEALED CONNECTOR 10P F HOUSIN|E|Z2|40|F0204019|1000.000|272.000|EA|4828.000|01
7173742730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|204.000|EA|3102.840|01
7173742630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|204.000|EA|3102.840|01
7173742530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173742430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|204.000|EA|3102.840|01
7173742330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173742230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173742130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173742030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173741930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173741830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173741730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173673230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173673030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173672130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173617030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173616030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173615930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173563030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173562530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173562430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173562030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173486230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173486130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173486030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173485230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173445930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173445830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173445730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173445630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173445530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173445430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173445330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173377630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173377530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173377430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173377330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173377230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173294450|CPA|E|Z2|40|F0101025|1000.000|2048.000|EA|757.760|01
7173223640|Lever|E|Z2|40|F0411041|1000.000|256.000|EA|2304.000|01
7173222450|CPA|E|Z2|40|F0101025|1000.000|1504.000|EA|601.600|01
7173169250|CPA|E|Z2|20||1000.000|3888.000|EA|1749.600|
7172241450|YCC Semifinished Material Template|E|Z2|20||1000.000|0.000|EA|0.000|01
7172239260|TPA|E|Z2|20||1000.000|0.000|EA|0.000|01
71584215|Cavity Seal / Blind Plug Natural|E|Z2|20||1000.000|500.000|EA|385.000|
71584211|6.3 SYSTEM CONNECTOR 6P FEMALE FRONT HOL|E|Z2|40|G0201015|1000.000|1200.000|EA|1368.000|01
71584201|2.8 SYSTEM SEALED CONNECTOR 3P FEMALE FR|E|Z2|40|G0201015|1000.000|672.000|EA|517.440|01
71584173|1.5 SYSTEM SEALED CONNECTOR 5P (F) FRONT|E|Z2|40|G0201015|1000.000|810.000|EA|769.500|01
71584165|1.5 SYSTEM CONNECTOR 3P MALE FRONT HOLDE|E|Z2|20||1000.000|1400.000|EA|462.000|
71584164|1.5 SYSTEM CONNECTOR 12P FEMALE FRONT HO|E|Z2|40|G0404016|1000.000|632.000|EA|537.200|01
71584163|1.5 SYSTEM CONNECTOR 3P FEMALE FRONT HOL|E|Z2|40|G0201015|1000.000|1080.000|EA|259.200|01
71584162|1.5 SYSTEM CONNECTOR 8P MALE FRONT HOLDE|E|Z2|20||1000.000|2000.000|EA|1180.000|
71584157|1.5 SYSTEM CONNECTOR 6P MALE FRONT HOLDE|E|Z2|20||1000.000|800.000|EA|392.000|
71584156|1.5 SYSTEM CONNECTOR 4P MALE FRONT HOLDE|E|Z2|20||1000.000|3200.000|EA|1216.000|
71584155|1.5 SYSTEM CONNECTOR 2P MALE FRONT HOLDE|E|Z2|20||1000.000|3000.000|EA|780.000|
7173531630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173739230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3560.700|01
7173645730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173645830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173721330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3560.700|01
7173693530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173740130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3560.700|01
7173486630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173755630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7197280530|6P 064MM RH SEALED MALE HOUSING|E|Z2|40|G0205001|1000.000|632.000|EA|1327.200|01
7183411530|1.5 SYSTEM SEALED 2P F HOUSING GEK-4530|E|Z2|40|F0411043|1000.000|632.000|EA|3728.800|01
7189778230|2P 6.3MM YESC KAIZEN UNSEALED FEMALE HOU|E|Z2|40|G0105019|1000.000|772.000|EA|3975.800|01
7189778240|2P 6.3MM YESC KAIZEN UNSEALED FEMALE HOU|E|Z2|40|G0105019|1000.000|772.000|EA|4168.800|01
7172182150|CPA|E|Z2|40|F0605010|1000.000|1600.000|EA|1440.000|01
7182645830|YESC KAIZEN 6.3 SYSTEM CONNECTOR 2P (M)|E|Z2|40|F0508005|1000.000|400.000|EA|4628.000|01
7182645840|6.3SYSTEM CONNECTOR 2P M HOUSING, LY|E|Z2|40|F0508005|1000.000|400.000|EA|4590.400|01
7187976240|43P 34X1.5+6X2.8+3X6.3 UNSEALED LIF YESC|E|Z2|40|F0311050|1000.000|192.000|EA|5182.080|01
7198138230|1P 8MM SP FEMALE HOUSING|E|Z2|40|G0211002|1000.000|166.000|EA|4712.740|01
71721024|TPA|E|Z2|40|F0311033|1000.000|222.000|EA|1396.380|01
7123622440|X TYPE 2P CONNECTOR HOUSING FEMALE, NYLO|E|Z2|40|G0211001|1000.000|400.000|EA|3252.000|01
7183656840|20P UNSEALED FEMALE HOUSING, VALOX DR-51|E|Z2|40|F0605008|1000.000|1000.000|EA|4885.000|01
7183557010|2.8 SYSTEM SEALED CONNECTOR 4P FEMALE HO|E|Z2|40|G0211001|1000.000|408.000|EA|4145.280|01
7189740630|8P 1.2MM UNSEALED FEMALE HOUSING|E|Z2|40|F0605001|1000.000|1392.000|EA|3730.560|01
71584557|0.64 SYSTEM SEALED CONNECTOR 2P F SIDE S|E|Z2|40|F0203001|1000.000|2000.000|EA|340.000|01
71586193|1.5 SYSTEM CONNECTOR 8P MALE FRONT HOLDE|E|Z2|40|F0101022|1000.000|1600.000|EA|1088.000|01
71721704|42P 2X6.3MM + 6X2.8MM + 34X1.2MM UNSEALE|E|Z2|40|F0511016|1000.000|1624.000|EA|2338.560|01
7183607630|0.64 SYSTEM SEALED CONNECTOR 2P F HOUSIN|E|Z2|40|F0204040|1000.000|450.000|EA|1413.000|01
7187904360|2P 9.5MM YPT UNSEALED FEMALE HOUSING|E|Z2|40|F0605009|1000.000|448.000|EA|4381.440|01
7187935730|1P 6.3MM YESC KAIZEN UNSLD FEM CONN HOUS|E|Z2|40|F0605011|1000.000|1400.000|EA|5320.000|01
7189694440|12P 1.2MM UNSEALED FEMALE HOUSING KEYWAY|E|Z2|40|F0311039|1000.000|456.000|EA|1965.360|01
71721522|Front Spacer Holder|E|Z2|40|G0205005|1000.000|1760.000|EA|2217.600|01
7172099850|Front Spacer Holder|E|Z2|40|F0101502|1000.000|1176.000|EA|435.120|01
7297613930|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613830|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613730|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613630|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613530|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613430|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613230|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613130|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297613030|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297612930|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7297612830|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9435.000|
7298956030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8625.000|
7298955830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298955730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298955630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298954930|Connector 3p YESC Black|E|Z1|40|E2C13002|624.000|624.000|EA|4854.720|
7298954830|Connector 3p YESC Black|E|Z1|35|E2C13002|624.000|624.000|EA|4854.720|
7298926440|Connector 8p APEX+RH Light Gray|E|Z1|40|E3C07001|504.000|504.000|EA|9555.840|
7298926330|Connector 8p APEX+RH Black|E|Z1|40|E3C07001|504.000|504.000|EA|9555.840|
7298908840|Connector 4p 025+250 Gray|E|Z1|40|E3C07001|504.000|504.000|EA|9555.840|
7298908740|Connector 6p 025+250 Gray|E|Z1|40|E3C07001|504.000|504.000|EA|9555.840|
7298908640|Connector 8p 025+APEX Light Gray|E|Z1|40|E3C07001|504.000|504.000|EA|10584.000|
7297957530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9330.000|
7297957430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297957330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297957230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297957130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297872330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297872230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297872030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
